URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,36,56,-0.21739130198487716,0.08736942061978212,34.07401097405375,3.999999130434972,17.62960352005647,34.07401097405375,460,1053,1.8168477273452321,9,4.72462311557789
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,32,27,0.08474576127549557,0.13657407375793038,63.35669030935493,8.696069905813818,34.038746029555796,63.35669030935493,102,432,1.4949265507410878,45,4.107027027027027
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,45,102,-0.38775509940302655,0.14189189175493058,40.44672245378201,3.960415841580033,20.139104823092836,40.44672245378201,480,1036,1.9200419821124681,11,4.754960775265344
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,57,52,0.04587155921218753,0.19292035364084895,19.76559411625919,5.572684769742392,13.478922416246068,19.76559411625919,227,565,1.7193674530144307,7,4.199430199430199
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,12,16,-0.14285713775510223,0.14432989616324796,30.181543804147235,3.6483476391784184,15.720965160837313,30.181543804147235,91,194,1.963854830164208,1,5.029333333333334
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,57,113,-0.3294117627681661,0.13281249989624022,29.310771201660536,4.0092414030977075,15.733549883761922,29.310771201660536,541,1280,1.8386352310449408,7,4.7438872772482386
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,61,68,-0.05426356547082507,0.1963470316646164,26.799955333407777,5.97769294509556,16.697675078458673,26.799955333407777,269,657,1.646144176234815,35,4.260945709281962
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,41,65,-0.2264150922036312,0.11546840946027406,24.199965428620814,4.1016939221080095,13.781680093556336,24.199965428620814,413,918,1.8482879664528946,12,4.61151832460733
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,46,81,-0.27559054901109803,0.1374458872971365,42.02370946735841,4.048164209136649,20.85764799608001,42.02370946735841,436,924,1.8861188733077126,17,4.580395943988411
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,55,78,-0.17293232952682458,0.11971197108936815,37.548945982458854,3.52021994113604,18.53979833411958,37.548945982458854,544,1111,1.9315925884285854,7,4.81941309255079
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,66,24,0.46666666148148156,0.09814612857345024,32.33327660828665,4.032821874656046,16.966132517970706,32.33327660828665,457,917,1.8817144936671464,3,4.6216730038022815
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,21,26,-0.10638297645993668,0.10955710930173168,30.142749490180393,4.13725287389565,16.19435266996781,30.142749490180393,204,429,1.8388623413670213,2,4.607407407407408
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,57,100,-0.27388534857397867,0.18171296275264703,31.54895774714167,4.115088461614205,16.734671560470872,31.54895774714167,391,864,1.9005592355152743,6,4.74090407938258
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,31,52,-0.2530120451444332,0.18281938285722604,24.824937937655154,3.924899634427022,13.854874809489083,24.824937937655154,253,454,1.8690833968697487,4,4.457885304659499
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,7,29,-0.611111094135803,0.09326424846304598,37.940953288510066,3.706894421325045,18.883275736729072,37.940953288510066,174,386,2.0093020140617033,1,5.065663474692203
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,24,65,-0.4606741521272567,0.09165808435462607,136.4988625094791,4.451085746987569,59.050630750779206,136.4988625094791,368,971,1.9914528698746723,2,5.0083798882681565
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,105,33,0.5217391266540643,0.14345114330202585,28.499954032332205,3.988712417897874,15.388694030830758,28.499954032332205,443,962,1.8868137019347084,0,4.719758064516129
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,30,25,0.09090908925619838,0.08064516117207454,23.999955555637857,3.650703196985015,13.250685419240158,23.999955555637857,355,682,2.0162035481324425,4,4.826771653543307
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,47,32,0.18987341531805804,0.13932980575074108,27.085636898180287,2.8130555450873755,13.64731030435949,27.085636898180287,337,567,2.2890292944061925,1,5.589066918001885
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,9,14,-0.21739129489603065,0.10900473881988275,39.77733580737992,3.086204236030831,18.997138558982797,39.77733580737992,116,211,2.2290496566900404,4,5.166666666666667
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,11,8,0.15789472853185638,0.1283783775109569,32.39967600323997,7.0434629489935885,20.003333350289576,32.39967600323997,46,148,1.6327155454581652,6,4.1120448179271705
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,2,19,-0.8095237709750585,0.11797752742709254,35.54513140789629,4.393253490726415,18.61130605388493,35.54513140789629,89,178,1.7340149017864703,4,4.360730593607306
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4,10,-0.42857139795918586,0.12389380421332917,44.799104017919646,4.666656944464699,22.586298551632556,44.799104017919646,48,113,1.8080349071272737,4,4.042402826855124
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,11,-0.37499997656250145,0.13913043357277885,48.99902001959961,3.8888827160591806,23.488490723899027,48.99902001959961,63,115,1.9795910287383556,6,4.671532846715328
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,44,18,0.41935483194588985,0.16533333289244445,39.86640089066073,3.197859252481683,19.144419608745977,39.86640089066073,187,375,2.0852839322267673,2,5.096350364963504
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,25,55,-0.37499999531250006,0.13864818000234283,26.974289809513305,4.573911054821281,15.363626978626604,26.974289809513305,230,577,1.7766158007019202,0,4.594991364421416
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,17,47,-0.4687499926757814,0.1316872425273925,34.14273520451713,4.732670924420335,18.389765006227186,34.14273520451713,202,486,1.8054391416904665,4,4.576239476145931
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,41,63,-0.2115384595044379,0.10935856981140003,30.927216495970004,3.2338396893840895,15.604726287772092,30.927216495970004,526,951,2.0505583744527707,0,5.082843399251737
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,9,25,-0.47058822145328766,0.10793650759385236,23.499909615732246,4.333330260049461,13.73329410634236,23.499909615732246,141,315,1.8608834924904267,1,4.818731117824774
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,35,20,0.2727272677685951,0.08553654730087629,32.8528445504572,3.6148855615257087,16.756023381708587,32.8528445504572,309,643,1.9006265084488354,1,4.695582329317269
145,https://insights.blackcoffer.com/blockchain-in-fintech/,18,14,0.12499999609375013,0.06986899548063538,30.792997265526672,3.7999983829794113,16.11719728919008,30.792997265526672,235,458,1.9753637205639731,2,5.149688149688149
146,https://insights.blackcoffer.com/blockchain-for-payments/,31,32,-0.015873015621063243,0.12209302301919957,24.91885157067143,4.061672219527656,14.029212847796229,24.91885157067143,227,516,1.8958783193190543,9,4.844594594594595
147,https://insights.blackcoffer.com/the-future-of-investing/,47,19,0.42424241781450883,0.07382550327312584,32.08156718047514,3.725117600683033,16.55774447287309,32.08156718047514,422,894,1.8861321955386645,2,4.654041831543244
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,46,49,-0.031578947036011086,0.14984227105703113,19.09832934700107,3.477610902205701,11.11694264100613,19.09832934700107,335,634,1.9218882470482193,2,4.653579676674365
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,46,8,0.7037036906721539,0.13705583721559433,38.55534135921467,2.9406767200522372,18.362813263738108,38.55534135921467,236,394,2.1729103497247335,0,5.422827496757458
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,49,45,0.04255319103666818,0.1740740737517147,16.77416649327985,3.909772966250765,10.619439563562706,16.77416649327985,266,540,1.9153844312130355,8,4.66060606060606
